ID,Timestamp (DD/MM/YY H:M:S),Tweet URL,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined (MM/YYYY),Following,Followers,Location,Context,Tweet,Tweet Translated,Tweet Type,Date Posted (DD/MM/YY H:M:S),Screenshot,Content Type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,"No. of Days since Philippines Joined the COVAX Facility (Jul 24, 2020)","No. of Days since FDA Approved the First COVID-19 Vaccine (Dec 11, 2020)","No. of Days since Arrival of First Batch of COVID-19 Vaccine Doses Committed by the COVAX Facility (Mar 04, 2021)","No. of Days since First Detected Cases of Omicron Variant in the Philippines (Aug 02, 2022)",Mentioned or Referenced COVID-19 Vaccine Brand,Mentioned or Referenced Other Vaccine/Drugs,Peddled Medical Adverse Side Effect,Distrust in Vaccine Development,"Racial, Religious, Cultural, Economic, or Socio-Political Keywords",Oppressive Keywords,Reviewer,Review
27-102,17/04/2023 5:19,https://twitter.com/diegoSi98482304/status/1347912590114967556?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, vaccine","@diegoSi98482304
","diego Silang
","patriot. free. global journalist
",Anonymous,Jul-20,69,5,Philippines,Racial,"China vaccine kills!
",,Reply,09/01/2021 22:26,,Emotional,0,0,0,0,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccine kills people.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",This tweet is a reply to an Inquirer news report saying that China will be providing COVID-19 vaccines to the Philippines. Hence it's clear what vaccine this tweet refers to.,169,29,-54,-570,Sinovac/CoronaVac,None,DEATH,YES; Vaccine Trials,China,None,,
27-103,17/04/2023 5:35,https://twitter.com/ElleisOpTic/status/1569964327163301895?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, kills",@ElleisOpTic,#H4F Elle,"Happily Married to the hottest  Surviving in the biggest stage of them all  Holistic Lifestyle Practitioner, on the road to self-sustainability",Anonymous,May-19,182,39,Philippines,None,"Ang bakuna ay never pinrivent ang COVID, It is meant to weaken your immune system to kill you, napansin mo, nag bago na katawan mo? Because it is a Bioweapon",,Text,14/09/2022 16:20,,Emotional,0,0,0,0,,FAKE,"Vaccines are not meant to weaken our immune system. Some vaccines contain the mRNA of the virus but once the vaccine is given to us, it will help our bodies build an immunoresponse to it, allowing us to be less vulnerable to COVID-19. Hence, this tweet spreads fake news that vaccines are meant to weaken our immune system. 

[https://health.ucdavis.edu/coronavirus/covid-19-vaccine/how-covid-19-vaccines-work#:~:text=Pfizer%20and%20Moderna%20COVID%2D19%20vaccines%20are%20very%20similar.,SARS%2DCoV%2D2%20virus.]",,782,642,559,43,None,None,DEATH,YES; Vaccine Trials,None,None,,
27-104,17/04/2023 5:53,https://twitter.com/Bestpupever1/status/1556791330004942848?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, die",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,Socio-political,"Who will determine what is fake news? Parang bakuna, safe and effective daw but it's not, Joe Biden got covid twice even 2x vaxxed and twice boosted. Been proven the vaccinated can also spread and die of the disease...so who is spreading fake news?",,Reply,09/08/2022 7:55,,Emotional,0,0,0,0,,MISLEADING,"This tweet misleads by pointing out that Joe BIden got positive from COVID-19 even if he's fully vaccinated which is used as a basis for the user's claim that COVID-19 vaccines are ineffective. 

In fact, being fully-vaccinated doesn't mean you'll no longer get the virus. It is still possible for you to get positive although you'll only experience mild symptoms. 

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]""",,746,606,523,7,None,None,INEFFICIENCY,YES; Vaccine Trials,Joe Biden,None,,
27-105,17/04/2023 6:02,https://twitter.com/Bestpupever1/status/1603309816390512640?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, effective",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,Health,"Yung 12 na active cases po, fully vaxxed and boosted  po ba sila? So what's the point of getting vaccinated if you will get covid? To prevent severe cases ba?Ganun rin po results ng early treatment of IVM plus Vitamins minerals to boost immunity thereby avoiding  1/2",,Reply,15/12/2022 16:43,,Emotional,0,1,0,0,,MISLEADING,"This tweet misleads by pointing out that people who got vaccinated get positive from COVID-19 which is used as a basis for the user's claim that COVID-19 vaccines are ineffective.or useless.

In fact, being fully-vaccinated doesn't mean you'll no longer get the virus. It is still possible for you to get positive although you'll only experience mild symptoms. 

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]""",This tweet is in response to UP Diliman's weekly report of active cases and is part of a thread together with 27-106.,874,734,651,135,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-106,17/04/2023 6:07,https://twitter.com/Bestpupever1/status/1603311662836363264?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, effective",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,Socio-political,"2/2 hospitalization. It is stipulated in RA11525 that these vaccines are experimental and no long term studies have been made. Do we lower our standards at the expense of our health just to get this treatment? Biden,Fauci even Bourla got covid even after their 5th shot? RETHINK.
",,Reply,15/12/2022 16:51,,Emotional,0,0,0,0,,MISLEADING,"This tweet misleads by once again pointing out that Joe BIden got positive from COVID-19 even if he's gotten vaccinated many times which is used as a basis for the user's claim that COVID-19 vaccines are ineffective. 

In fact, being fully-vaccinated doesn't mean you'll no longer get the virus. It is still possible for you to get positive although you'll only experience mild symptoms. 

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]""","This tweet is part of a thread, together with 21-105. ",874,734,651,135,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-107,17/04/2023 6:26,https://twitter.com/Bestpupever1/status/1536234169474625538?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,Health,"Nanakot na naman. Mga paghahambing sa omicron c19. Sino tinatamaan ng c19?Both vax unvax. Sino nahohospital sa Covid?Both vax unvax. Sino namamatay sa C19?Both vax unvax. Sinong maaring magkasakit at mamatay dahil sa bakuna? Sadly, vaxxed lang.","Scared again. Comparisons with omicron c19. Who does c19 hit?Both vax unvax. Who is hospitalized with Covid? Both vax unvax. Who dies in C19?Both vax unvax. Who can get sick and die from the vaccine? Sadly, just vaxxed.",Reply,13/06/2022 14:29,,Emotional,0,0,0,0,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccines are ineffective and it causes death. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",,689,549,466,-50,None,None,DEATH,YES; Vaccine Trials,None,None,,
27-108,4/19/2023 2:13:28,https://twitter.com/Bestpupever1/status/1534338698921545728?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,Socio-political,The IATF widens the divide in PHL society. Here are some questions : a. Who gets infected with Covid .. B oth vaxxed and unvaxxed. b. Who dies of Covid? Both vaxxed and unvaxxed. c. Who gets hospitalized of Covid? Both vaxxed and unvaxxed...meron pa,,Reply,08/06/2022 8:57,,Emotional,0,1,0,0,,MISLEADING,"The tweet likens the vaccinated to those who are unvaccinated. They both get sick from COVID, both get hospitalized.and can die from COVID, according to the tweet. This can mislead social media users into thinking that taking the vaccine is ineffective or even more dangerous. However, it is a well-known fact that a vaccinated person is less prone to COVID and will only experience mild symptoms when tested postiive for the virus. It can even prevent you from getting hospitalized and die according to DOH.

[https://doh.gov.ph/node/29220#:~:text=COVID%2D19%20vaccines%20can%20protect,and%20death%20from%20the%20disease.]
 ",,684,544,461,-55,None,None,"DEATH, COVID ITSELF, INEFFICIENCY",YES; Vaccine Trials,None,None,,
27-109,19/04/2023 2:10,https://twitter.com/Bestpupever1/status/1534339302112772096?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna",@Bestpupever1,Bestpupever,Doesn't bite,Anonymous,May-18,200,47,Philippines,None,"Who gets adverse effects due to experimental treatment? Sadly, Only the vaxxed. Magisip wag magpauto.",,Reply,08/06/2022 8:59,,Emotional,0,0,0,0,,MISLEADING,"This tweet misleads by referring to the vaccines as ""experimental treatment"" and also mentioned that it can bring you adverse effects when you get vaccinated which can demotivate other people to get vaccinated. 

In fact, being fully-vaccinated doesn't mean you'll no longer get the virus. It is still possible for you to get positive although you'll only experience mild symptoms and give you better protection from the virus.. 

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]""",This tweet is a self-reply to the tweet with ID 27-108,684,544,461,-55,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-110,19/04/2023 3:03,https://twitter.com/RobertoGariand1/status/1383748157616451590?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, epekto",@RobertoGariand1,Roberto Gariando,electronics and electrical  consultant for projects and production. And management consultant .,Identified,Sep-20,46,4,"NCR, Taguig",None,MG  AMOXICILLINE 500 mg at CARBOSISTINE CAPSULS NA LANG TAYO PAN LABAN SA COVID VIRUZ  GAMOT NA MY  PROTECTION PA SA COVID VIRUZ MURA NA SUNOK NA SIYA NOON PA. KYSA SA MGA VACCINES NA PALPAK GAMITIN. NA MAMATAY DIN ANG NATURUKAN. NG VACCINES. LABAN SA VIRUZ.,MG AMOXICILLINE 500 mg and CARBOSISTINE CAPSULS ARE THE ONLY MEDICINE AGAINST THE COVID VIRUZ THAT IS MY PROTECTION AGAINST THE COVID VIRUZ HE WAS ALREADY SMOKING BEFORE. KYSA ON VACCINES THAT SHOULD BE USED. THAT THOSE WHO ARE INJECTED WILL ALSO DIE. OF VACCINES. AGAINST VIRUSES.,Text,18/04/2021 19:44,,Emotional,0,0,0,0,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccines are ineffective and it causes death. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",,268,128,45,-471,None,Amoxicillin,DEATH,YES; Vaccine Trials,None,None,,
27-111,19/04/2023 2:48,https://twitter.com/RobertoGariand1/status/1383748161248718850?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, epekto",@RobertoGariand1,Roberto Gariando,electronics and electrical  consultant for projects and production. And management consultant .,Identified,Sep-20,46,4,"NCR, Taguig",Socio-political,Pinihahan lang tayo ng gobyerno sa pg bili at umutang pa sa pg bili ng mga vaccines na wala namang epekto sa covid viruz na yan. Ng bulsa lang sila ng mga pera na babayaran nating lahat. Kaya ibalik ang BITAY sa mg nanakaw sa gibyerno tulad niyan umutang lng.,"The government just cheated us on the price and even borrowed on the price of vaccines that have no effect on that covid virus. They just pocket the money that we all pay. So return the GANG to those who stole from the government like that, just borrow.",Reply,18/04/2021 19:44,,Emotional,0,0,0,0,,FALSE,"Despite varying efficacy rates, all COVID-19 vaccine, in essence, are effective and will protect people against the virus.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",This tweet is part of a thread initiated by tweet with ID 27-111,268,128,45,-471,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-112,19/04/2023 3:02,https://twitter.com/CasinoDonte/status/1588063816302366720?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, epekto, vaccine",@CasinoDonte,@162362905225,𝔅𝔦𝔱𝔠𝔬𝔦𝔫 𝔗𝔯𝔞𝔫𝔰𝔞𝔠𝔱𝔦𝔬𝔫 ℌ𝔞𝔰𝔥 𝔢ճշօյՑ𝔢շշճճ𝔠ԴճԴԴօՏԴկ𝔞𝔟𝔞Տ𝔡Դճ𝔡𝔣Դօկ𝔢ճՑՑ𝔞Տ𝔠օշՑյ𝔠գՑԴԴՑ𝔞𝔠ճօԴկԴՅ𝔡Յ𝔢Ց𝔠ճՑ,Anonymous,Apr-22,715,89,"Urdaneta, Pangasinan",Racial,Ay Dapat Lang! Alamin nyo o Ipaalam niyo rin ang totoong EPEKTO Ng Covid Vaccines!!! Ang daming namamatay sa Europe at ibang bansa hindi dahil sa Covid19 kungdi sa pesteng Bakunang ya'n! At bigyan ng hustistya ang mga nawalan!,It should be! Find out or let us know the true EFFECTS of Covid Vaccines!!! The number of deaths in Europe and other countries is not because of Covid19 but because of that Vaccine pest! And give justice to the lost!,Reply,03/11/2022 15:01,,Emotional,0,0,0,0,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccine kills people.and that many are dying from it

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",,832,692,609,93,None,None,DEATH,YES; Vaccine Trials,None,None,,
27-113,19/04/2023 3:17,https://twitter.com/CasinoDonte/status/1588743860284719105?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, epekto, vaccine",@CasinoDonte,@162362905225,𝔅𝔦𝔱𝔠𝔬𝔦𝔫 𝔗𝔯𝔞𝔫𝔰𝔞𝔠𝔱𝔦𝔬𝔫 ℌ𝔞𝔰𝔥 𝔢ճշօյՑ𝔢շշճճ𝔠ԴճԴԴօՏԴկ𝔞𝔟𝔞Տ𝔡Դճ𝔡𝔣Դօկ𝔢ճՑՑ𝔞Տ𝔠օշՑյ𝔠գՑԴԴՑ𝔞𝔠ճօԴկԴՅ𝔡Յ𝔢Ց𝔠ճՑ,Anonymous,Apr-22,715,89,"Urdaneta, Pangasinan",Racial,"The #Pandemic was faked!!!
Admit iT!
Mas maraming Pinatay/Ginugutom/Pinahihirapan at Pinapatay ang Bakuna at ang Lockdown nang mga Putang Inang Departmen of HELL na yan!
BAKIT DI NYO IBALITA ANG TOTOONG NANGYAYARE?CLUE:SA EUROPA AT IBANG WESTERN COUNTRIES DAMI NG PATAY...DYOR!!!",,Reply,03/05/2022 12:03,,Emotional,0,0,0,0,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccine kills people.and that many are dying from it

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",,648,508,425,-91,None,None,DEATH,YES; Vaccine Trials,None,None,,
27-114,19/04/2023 3:17,https://twitter.com/uncullenable/status/1552915482554290176?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, epekto, vaccine",@uncullenable,chawie; jay's month!,— Jongseong's #1 jawline enthusiast ! FAN ACCOUNT,Anonymous,Apr-20,328,1105,Philippines,Health,wala naman talagang epekto yung vaccine 🤷 kahit vaccinated ka mag ppositive ka pa rin sa covid. pero di naman niya sinabing wag magpa vaccine. masyadong makitid utak ng mga 'to,the vaccine doesn't really have any effect 🤷 even if you are vaccinated you will still be positive for covid. but he didn't say not to get the vaccine. They are too narrow minded,Text,29/07/2022 15:14,,Emotional,1,0,0,0,,FALSE,"Despite varying efficacy rates, all COVID-19 vaccine, in essence, are effective and will protect people against the virus.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",,735,595,512,-4,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
